p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
ZC3H12A,3.68700809254809e-08,0.296674025669972,0.556,0.351,0.000368479588769257,M0,ZC3H12A
TGFBI,3.94937955458814e-08,0.279407563874385,0.716,0.499,0.000394700992685539,M0,TGFBI
LAT2,4.01898270018138e-08,0.274989543247713,0.537,0.322,0.000401657131056127,M0,LAT2
HIF1A,4.55353341763668e-08,0.321651389986724,0.574,0.364,0.00045508012975861,M0,HIF1A
CLEC2B,4.85512920344159e-08,0.283485752587895,0.698,0.465,0.000485221612591953,M0,CLEC2B
SLPI,5.22234806160628e-08,0.28842068583996,0.42,0.216,0.000521921465276932,M0,SLPI
GPR183,6.45135347857928e-08,0.281900085520053,0.494,0.257,0.000644748266649214,M0,GPR183
TNFSF13B,8.85857013263229e-08,0.27351575130896,0.568,0.358,0.000885325499055271,M0,TNFSF13B
LIMS1,1.05560800745602e-07,0.325679390219526,0.667,0.527,0.00105497464265154,M0,LIMS1
DUSP2,1.44077952373204e-07,0.28666681425106,0.463,0.26,0.0014399150560178,M0,DUSP2
CHMP1B,1.44130314336897e-07,0.27691415681249,0.562,0.341,0.00144043836148294,M0,CHMP1B
AREG,1.49767711060836e-07,0.368651105788507,0.506,0.307,0.001496778504342,M0,AREG
TIMP1,3.055129415664e-07,0.309517569243543,0.735,0.524,0.0030532963380146,M0,TIMP1
ZFP36,3.10077771594175e-07,0.257803705014208,0.87,0.721,0.00309891724931218,M0,ZFP36
RILPL2,3.30006055084229e-07,0.269846612345712,0.605,0.407,0.00329808051451179,M0,RILPL2
GLIPR1,4.24355067725598e-07,0.253486261104452,0.599,0.375,0.00424100454684962,M0,GLIPR1
G0S2,6.16922411354871e-07,0.383889665634875,0.438,0.241,0.00616552257908058,M0,G0S2
WBP5,6.48355097178979e-07,0.266858703571887,0.469,0.27,0.00647966084120672,M0,WBP5
CREM,9.54369350446762e-07,0.286760799219427,0.605,0.392,0.00953796728836494,M0,CREM
C5AR1,2.98642485334679e-06,0.269501250092606,0.611,0.441,0.0298463299843479,M0,C5AR1
SYAP1,3.49911881617243e-06,0.267679239047753,0.519,0.337,0.0349701934488272,M0,SYAP1
FAM46A,1.20476690215858e-05,0.305152791052887,0.531,0.383,0.120404404201729,M0,FAM46A
RETN,3.80002066909501e-05,0.252271485942361,0.685,0.567,0.379774065669356,M0,RETN
CXCL2,0.000215057790989195,0.364103657696133,0.444,0.342,1,M0,CXCL2
CCL20,0.00572391950891101,0.294355143689457,0.333,0.253,1,M0,CCL20
DUSP4,3.06027631509383e-92,1.04288742847336,0.662,0.044,3.05844014930477e-88,M1,DUSP4
SERPINB9,6.36637023561336e-73,0.851077097935971,0.718,0.094,6.36255041347199e-69,M1,SERPINB9
GPR1831,2.62938829196343e-71,1.17973307419704,0.88,0.197,2.62781065898825e-67,M1,GPR183
CFLAR,1.02913678255737e-65,0.868649961186871,0.88,0.217,1.02851930048784e-61,M1,CFLAR
G0S21,2.242241005795e-64,1.31343642969433,0.824,0.18,2.24089566119152e-60,M1,G0S2
NR4A3,5.43174603341991e-64,0.919675907975172,0.845,0.191,5.42848698579986e-60,M1,NR4A3
ADAM8,1.58617741842359e-63,0.432205792033579,0.415,0.016,1.58522571197253e-59,M1,ADAM8
RGS1,7.42305524829142e-63,1.11472093496344,0.866,0.223,7.41860141514245e-59,M1,RGS1
PLA2G7,1.6552119248696e-60,0.523709659059937,0.387,0.013,1.65421879771468e-56,M1,PLA2G7
RUNX3,4.42008568320213e-56,0.556587207774635,0.5,0.048,4.41743363179221e-52,M1,RUNX3
CREM1,1.48674329936054e-55,0.966897918058905,0.93,0.342,1.48585125338092e-51,M1,CREM
FLT1,2.25612180076306e-55,0.300050098654218,0.282,0,2.2547681276826e-51,M1,FLT1
GAPDH,4.24635167284654e-55,0.437655756548585,1,0.968,4.24380386184284e-51,M1,GAPDH
NFKB1,8.78790840146991e-55,0.767772446933388,0.817,0.192,8.78263565642902e-51,M1,NFKB1
RALA,9.34831575387719e-55,0.822633188070048,0.796,0.208,9.34270676442487e-51,M1,RALA
C15orf48,6.85108940496466e-54,1.04167567299454,0.93,0.358,6.84697875132168e-50,M1,C15orf48
SLC38A1,5.39828238240515e-52,0.345411247644227,0.289,0.004,5.39504341297571e-48,M1,SLC38A1
SPP1,5.45335119600504e-52,1.28021519042345,0.592,0.095,5.45007918528744e-48,M1,SPP1
RHOC,1.09745654072452e-51,0.622898430839871,0.683,0.125,1.09679806680008e-47,M1,RHOC
ADAM19,3.35152724247528e-51,0.294514610333674,0.261,0,3.3495163261298e-47,M1,ADAM19
NINJ1,5.38903602231273e-48,0.778420485035451,0.873,0.301,5.38580260069935e-44,M1,NINJ1
HIST3H2A,2.09885582893341e-47,0.371147065946838,0.359,0.021,2.09759651543605e-43,M1,HIST3H2A
GPAT3,2.91231504597306e-47,0.496085497023561,0.458,0.048,2.91056765694547e-43,M1,GPAT3
MALT1,3.1344274464817e-47,0.479020118117767,0.5,0.062,3.13254679001381e-43,M1,MALT1
LIMD2,1.32231102389716e-46,0.459111484739885,0.493,0.06,1.32151763728282e-42,M1,LIMD2
GEM,1.37924361095756e-46,0.625443764211013,0.528,0.076,1.37841606479098e-42,M1,GEM
PPA1,3.89739635505052e-46,0.799203233751388,0.859,0.333,3.89505791723749e-42,M1,PPA1
PEA15,6.03883649984875e-44,0.637812403101099,0.739,0.192,6.03521319794884e-40,M1,PEA15
PRDX2,6.45705940649099e-44,0.42885728348481,0.486,0.062,6.45318517084709e-40,M1,PRDX2
LDHA,9.24132637455453e-44,0.616505497093965,0.986,0.704,9.2357815787298e-40,M1,LDHA
CST7,5.26829735815619e-43,0.587602977169204,0.352,0.027,5.26513637974129e-39,M1,CST7
ZFP36L1,1.19065811204883e-42,0.741763324024134,0.915,0.317,1.1899437171816e-38,M1,ZFP36L1
PAK1,1.53602694190311e-42,0.524842455185582,0.57,0.105,1.53510532573797e-38,M1,PAK1
LILRB2,7.65553701271634e-42,0.254141453273752,0.282,0.011,7.65094369050871e-38,M1,LILRB2
RPSA,2.13800692548034e-41,0.421235012567811,0.993,0.913,2.13672412132505e-37,M1,RPSA
IDH2,5.18277441163475e-41,0.595430552695332,0.683,0.162,5.17966474698777e-37,M1,IDH2
NFAT5,1.00029681847375e-40,0.507314402706132,0.563,0.103,9.99696640382662e-37,M1,NFAT5
CORO1A1,4.95454223137549e-40,0.634622243134718,0.704,0.177,4.95156950603666e-36,M1,CORO1A
BIRC3,1.8556222145029e-39,0.713340981737583,0.57,0.117,1.8545088411742e-35,M1,BIRC3
RPS10,1.89523392973899e-39,0.387512350729955,1,0.908,1.89409678938114e-35,M1,RPS10
RIPK2,3.02518616675178e-39,0.648602425819807,0.754,0.224,3.02337105505173e-35,M1,RIPK2
REL,2.16494967201004e-38,0.777316225008102,0.93,0.517,2.16365070220684e-34,M1,REL
CD300A,2.62818587440868e-38,0.495432080402282,0.57,0.112,2.62660896288404e-34,M1,CD300A
ARL4C,2.82730952061952e-37,0.491928961239714,0.521,0.093,2.82561313490715e-33,M1,ARL4C
HLA-DQA1,3.35624758037097e-36,0.474315276905713,0.986,0.9,3.35423383182275e-32,M1,HLA-DQA1
RGS10,6.70298788030408e-36,0.638139742305662,0.915,0.428,6.6989660875759e-32,M1,RGS10
GNA15,9.05440795132972e-36,0.608591408532426,0.739,0.218,9.04897530655893e-32,M1,GNA15
HIF1A1,2.48987046781605e-35,0.600923260796504,0.859,0.321,2.48837654553536e-31,M1,HIF1A
SRGN1,7.3517971608847e-35,0.402860008305114,1,0.943,7.34738608258817e-31,M1,SRGN
HINT1,2.06307977786357e-34,0.454226543421989,0.979,0.768,2.06184192999685e-30,M1,HINT1
GNA13,3.67427720286172e-34,0.581007490650824,0.81,0.302,3.67207263654001e-30,M1,GNA13
PRKCB,8.80209860625719e-34,0.272674198051471,0.303,0.026,8.79681734709344e-30,M1,PRKCB
ATF5,1.2987250639911e-33,0.459463398606643,0.5,0.097,1.29794582895271e-29,M1,ATF5
SATB1,6.38410540279759e-33,0.424973327750155,0.451,0.076,6.38027493955591e-29,M1,SATB1
AP1S2,6.61750989766037e-33,0.555660486150467,0.627,0.174,6.61353939172178e-29,M1,AP1S2
TNFAIP8,9.02543751413844e-33,0.522545354158128,0.535,0.121,9.02002225162996e-29,M1,TNFAIP8
RPS5,1.1697331982699e-32,0.260674746105693,1,0.975,1.16903135835094e-28,M1,RPS5
TPI1,4.26800413038603e-32,0.50436109514941,0.958,0.708,4.26544332790779e-28,M1,TPI1
CD83,7.950585750016e-32,0.611361425823717,0.986,0.705,7.94581539856599e-28,M1,CD83
FNIP2,2.28527158490482e-31,0.584840403351766,0.732,0.247,2.28390042195387e-27,M1,FNIP2
IL6R,2.40781275124863e-31,0.329312907727683,0.458,0.079,2.40636806359788e-27,M1,IL6R
CYTIP,2.64768197946609e-31,0.539619272691472,0.662,0.204,2.64609337027841e-27,M1,CYTIP
RP11-138A9.1,6.05341904270411e-31,0.411111072385631,0.486,0.095,6.04978699127849e-27,M1,RP11-138A9.1
TUBA1A,8.94760147477906e-31,0.612548465104588,0.732,0.259,8.94223291389419e-27,M1,TUBA1A
RPL17,9.45254725611119e-31,0.537486638608814,0.951,0.484,9.44687572775752e-27,M1,RPL17
SLC25A3,1.1439750304699e-30,0.518179468973627,0.951,0.578,1.14328864545162e-26,M1,SLC25A3
SAT1,2.83516865604151e-30,0.250040335183027,1,0.998,2.83346755484789e-26,M1,SAT1
RGS21,4.88448282520243e-30,0.678343359752604,0.866,0.366,4.8815521355073e-26,M1,RGS2
PLEK,7.77830711086433e-30,0.615913964033711,0.866,0.418,7.77364012659781e-26,M1,PLEK
SNHG15,1.9356700487008e-29,0.534789112596228,0.57,0.162,1.93450864667158e-25,M1,SNHG15
RPL36A,2.27565813751812e-29,0.387973162407488,0.993,0.86,2.27429274263561e-25,M1,RPL36A
SPHK1,3.36747569404194e-29,0.252626655111234,0.296,0.031,3.36545520862552e-25,M1,SPHK1
LGALS1,4.39245546469206e-29,0.315744539230939,1,0.958,4.38981999141324e-25,M1,LGALS1
AREG1,5.71611507127621e-29,0.772776456660076,0.739,0.272,5.71268540223345e-25,M1,AREG
TNFRSF1B,9.29274336442952e-29,0.452082410621333,0.592,0.158,9.28716771841087e-25,M1,TNFRSF1B
RPL10A,1.72939453304984e-28,0.280235347149295,1,0.957,1.72835689633001e-24,M1,RPL10A
ARID5A,1.87240315840173e-28,0.524317738938853,0.768,0.274,1.87127971650669e-24,M1,ARID5A
NR4A21,3.22729239691482e-28,0.624429083513136,0.796,0.307,3.22535602147668e-24,M1,NR4A2
RPL4,3.24825398854798e-28,0.3149524036122,1,0.921,3.24630503615485e-24,M1,RPL4
EEF1B2,3.98901978711402e-28,0.373543181012619,0.993,0.858,3.98662637524175e-24,M1,EEF1B2
CD86,5.4962879331201e-28,0.547736772359566,0.732,0.268,5.49299016036023e-24,M1,CD86
JARID2,8.12130284562075e-28,0.402696225066809,0.535,0.129,8.11643006391337e-24,M1,JARID2
PDE4B1,1.05471183366739e-27,0.404722449777792,0.577,0.152,1.05407900656719e-23,M1,PDE4B
STRAP,1.44520223383536e-27,0.464742325635805,0.676,0.222,1.44433511249506e-23,M1,STRAP
LINC-PINT,3.58739629438652e-27,0.288480629333898,0.366,0.058,3.58524385660989e-23,M1,LINC-PINT
RPLP0,3.8971785433852e-27,0.280207015956957,1,0.959,3.89484023625917e-23,M1,RPLP0
ARID5B,4.06390439625449e-27,0.455427613626757,0.514,0.132,4.06146605361674e-23,M1,ARID5B
BTG11,5.29672275373026e-27,0.534234894551228,0.951,0.566,5.29354472007802e-23,M1,BTG1
ETV3,5.95387847533609e-27,0.408337449132604,0.423,0.086,5.95030614825088e-23,M1,ETV3
SPINT2,6.52958830852314e-27,0.521007350989318,0.817,0.352,6.52567055553802e-23,M1,SPINT2
NME1,1.29579089882967e-26,0.486414882530642,0.563,0.172,1.29501342429038e-22,M1,NME1
CD481,2.70362588179152e-26,0.443658488969058,0.563,0.158,2.70200370626245e-22,M1,CD48
NACA2,3.64623772211558e-26,0.267085369087408,0.387,0.067,3.64404997948231e-22,M1,NACA2
NAMPT,4.89718495168221e-26,0.493728321904309,0.972,0.687,4.8942466407112e-22,M1,NAMPT
PKM,5.40430960001926e-26,0.477344576603472,0.93,0.674,5.40106701425925e-22,M1,PKM
PTPN1,6.1253642851956e-26,0.464117114900789,0.606,0.184,6.12168906662448e-22,M1,PTPN1
ENO1,6.22959022888408e-26,0.530341956017262,0.93,0.613,6.22585247474675e-22,M1,ENO1
CISD2,1.53043440301834e-25,0.473589658435828,0.711,0.268,1.52951614237653e-21,M1,CISD2
RPL5,1.76720175629554e-25,0.267926474874534,1,0.959,1.76614143524176e-21,M1,RPL5
VAMP5,1.95572478331411e-25,0.414539708405464,0.493,0.122,1.95455134844412e-21,M1,VAMP5
AKAP13,2.05037992614071e-25,0.504301967583078,0.873,0.418,2.04914969818503e-21,M1,AKAP13
HNRNPA1,2.22087309162984e-25,0.36262753586453,0.986,0.854,2.21954056777486e-21,M1,HNRNPA1
THAP2,3.53681607854387e-25,0.295080258882744,0.38,0.069,3.53469398889675e-21,M1,THAP2
LILRB4,5.65644955234324e-25,0.44455069880523,0.458,0.112,5.65305568261184e-21,M1,LILRB4
TET2,7.8030979184595e-25,0.344880154204779,0.423,0.091,7.79841605970842e-21,M1,TET2
TIMP11,1.29052940704112e-24,0.660410349009778,0.852,0.51,1.2897550893969e-20,M1,TIMP1
MEF2C,7.80957273350283e-24,0.316825690040485,0.359,0.068,7.80488698986273e-20,M1,MEF2C
VEGFA1,8.12281142244233e-24,0.402487804301993,0.5,0.131,8.11793773558887e-20,M1,VEGFA
APRT,8.53308787276116e-24,0.464772339166778,0.908,0.516,8.52796802003751e-20,M1,APRT
MTHFD2,2.01296719318623e-23,0.506266808699472,0.732,0.304,2.01175941287031e-19,M1,MTHFD2
CHMP1B1,2.31026635448314e-23,0.519503226911047,0.754,0.314,2.30888019467045e-19,M1,CHMP1B
HLA-DPB1,2.85615354884836e-23,0.256398150744464,1,0.992,2.85443985671905e-19,M1,HLA-DPB1
BID,3.42471152139051e-23,0.502622051340595,0.725,0.307,3.42265669447767e-19,M1,BID
OSTC,3.95261424835108e-23,0.462309473245454,0.775,0.334,3.95024267980207e-19,M1,OSTC
PLAUR1,4.27501842977238e-23,0.453414213197727,0.923,0.742,4.27245341871451e-19,M1,PLAUR
SUB1,4.57229558813454e-23,0.41175842379992,0.965,0.712,4.56955221078166e-19,M1,SUB1
MANF,9.21844396621316e-23,0.483455655548028,0.549,0.185,9.21291289983343e-19,M1,MANF
FAM49B,1.05481083218105e-22,0.459886005795623,0.852,0.43,1.05417794568174e-18,M1,FAM49B
C12orf45,3.09242501492825e-22,0.30850250187924,0.401,0.091,3.09056955991929e-18,M1,C12orf45
MIR4435-2HG,7.90761777257027e-22,0.374932931868206,0.486,0.136,7.90287320190673e-18,M1,MIR4435-2HG
CMTM6,1.03854588075224e-21,0.482746197333057,0.901,0.544,1.03792275322379e-17,M1,CMTM6
FOSL2,1.14981887485682e-21,0.474302488144875,0.803,0.37,1.14912898353191e-17,M1,FOSL2
NFE2L2,1.31150103100189e-21,0.485800658827324,0.81,0.383,1.31071413038329e-17,M1,NFE2L2
PELI1,1.46706288091415e-21,0.395275795212001,0.479,0.135,1.4661826431856e-17,M1,PELI1
IL7R,2.14354509502301e-21,0.558582978761619,0.746,0.364,2.142258967966e-17,M1,IL7R
STK38L,2.3392706599316e-21,0.301047290169414,0.366,0.078,2.33786709753564e-17,M1,STK38L
SERPINB1,4.97548029482411e-21,0.471106679007438,0.873,0.461,4.97249500664722e-17,M1,SERPINB1
BCAT1,6.26116186483546e-21,0.293853745168236,0.423,0.1,6.25740516771656e-17,M1,BCAT1
CNN2,6.58131370533613e-21,0.380265634055024,0.627,0.212,6.57736491711293e-17,M1,CNN2
LGMN,7.20557490168984e-21,0.455353167022845,0.577,0.195,7.20125155674882e-17,M1,LGMN
PSMA2,8.14017768713176e-21,0.429857531104618,0.746,0.323,8.13529358051948e-17,M1,PSMA2
SEPT6,1.14768660098163e-20,0.386926153315455,0.5,0.156,1.14699798902104e-16,M1,SEPT6
PLP2,2.31295133541917e-20,0.448932223438071,0.69,0.297,2.31156356461792e-16,M1,PLP2
CCL3,2.73636253423388e-20,0.617951484061081,0.613,0.227,2.73472071671334e-16,M1,CCL3
MAD2L2,2.84843928611573e-20,0.292042802743571,0.437,0.112,2.84673022254406e-16,M1,MAD2L2
IMPDH2,3.61650209890072e-20,0.336984059592665,0.479,0.142,3.61433219764138e-16,M1,IMPDH2
BCL3,3.91695233700027e-20,0.283540700697241,0.352,0.076,3.91460216559807e-16,M1,BCL3
ZBTB10,4.85292804834298e-20,0.270709670183244,0.282,0.049,4.85001629151397e-16,M1,ZBTB10
GUK1,6.73788954044901e-20,0.352835116642278,0.951,0.748,6.73384680672474e-16,M1,GUK1
SPAG9,7.74344339093011e-20,0.371803633812592,0.585,0.199,7.73879732489555e-16,M1,SPAG9
INSIG1,1.05717453928334e-19,0.562496848488228,0.676,0.314,1.05654023455977e-15,M1,INSIG1
ARPC2,1.28979908355316e-19,0.278597789290064,0.993,0.918,1.28902520410303e-15,M1,ARPC2
USP36,1.30705988615955e-19,0.352437884000936,0.479,0.142,1.30627565022786e-15,M1,USP36
BTG3,1.47952516455409e-19,0.376282808073723,0.599,0.205,1.47863744945536e-15,M1,BTG3
UBAC21,2.48144220409244e-19,0.302987572943083,0.514,0.152,2.47995333876999e-15,M1,UBAC2
ARL5B,2.55101100024094e-19,0.330214155094272,0.352,0.082,2.54948039364079e-15,M1,ARL5B
FAM49A,2.67857803834084e-19,0.376960550842515,0.592,0.206,2.67697089151783e-15,M1,FAM49A
IRF2BP21,2.84499495337431e-19,0.3727184295519,0.655,0.24,2.84328795640229e-15,M1,IRF2BP2
LINC00152,2.85696176890877e-19,0.397824312280784,0.592,0.214,2.85524759184743e-15,M1,LINC00152
CD40,3.39303366226393e-19,0.413355900871608,0.57,0.202,3.39099784206657e-15,M1,CD40
SAMSN11,4.074041957579e-19,0.458170526645463,0.718,0.323,4.07159753240445e-15,M1,SAMSN1
YWHAQ,6.39741637881496e-19,0.418027060962962,0.824,0.401,6.39357792898767e-15,M1,YWHAQ
EDEM1,6.5108853839832e-19,0.291223451826432,0.401,0.103,6.50697885275281e-15,M1,EDEM1
LIMS11,7.2288701983197e-19,0.443099748290208,0.845,0.5,7.2245328762007e-15,M1,LIMS1
CXCR41,8.56220036390363e-19,0.521445174942742,0.746,0.346,8.55706304368529e-15,M1,CXCR4
PARK7,1.38510832906382e-18,0.389243485737711,0.894,0.562,1.38427726406639e-14,M1,PARK7
SNX9,1.54389773588162e-18,0.27092582998491,0.423,0.109,1.54297139724009e-14,M1,SNX9
SMIM3,2.38350515011975e-18,0.257684979425412,0.303,0.063,2.38207504702968e-14,M1,SMIM3
CYC1,2.55775355425597e-18,0.351881646793955,0.599,0.212,2.55621890212342e-14,M1,CYC1
SNRPB,2.58035549285558e-18,0.416415648443539,0.768,0.39,2.57880727955987e-14,M1,SNRPB
GPBP1,2.59097680542054e-18,0.429777273979712,0.796,0.409,2.58942221933728e-14,M1,GPBP1
DUSP5,3.22926655995619e-18,0.409684157158024,0.5,0.173,3.22732900002021e-14,M1,DUSP5
OAZ2,3.90977490013419e-18,0.319312163616194,0.521,0.166,3.90742903519411e-14,M1,OAZ2
CARD19,4.72492180551555e-18,0.334215845229167,0.514,0.168,4.72208685243225e-14,M1,CARD19
EREG1,5.17522578354769e-18,0.430780297368586,0.423,0.123,5.17212064807756e-14,M1,EREG
SEC61G,6.1648378956956e-18,0.389690949067588,0.859,0.619,6.16113899295818e-14,M1,SEC61G
UCP2,6.20851206606656e-18,0.45144595760119,0.782,0.449,6.20478695882692e-14,M1,UCP2
TMED2,6.53862557856128e-18,0.419362249814314,0.852,0.453,6.53470240321414e-14,M1,TMED2
TYMP,7.46830254576156e-18,0.460934415071761,0.81,0.432,7.46382156423411e-14,M1,TYMP
EIF3L,8.15681072553216e-18,0.423983653416285,0.782,0.436,8.15191663909684e-14,M1,EIF3L
SLC16A3,9.39850131719351e-18,0.427620422871646,0.88,0.561,9.39286221640319e-14,M1,SLC16A3
PSME1,1.63081302523178e-17,0.410686296950628,0.859,0.52,1.62983453741664e-13,M1,PSME1
CHCHD2,1.80431275481565e-17,0.265273024498122,1,0.881,1.80323016716276e-13,M1,CHCHD2
NR4A11,2.47837775451034e-17,0.446501948613301,0.866,0.471,2.47689072785764e-13,M1,NR4A1
SLC2A31,3.02678233716202e-17,0.440547163891918,0.817,0.433,3.02496626775972e-13,M1,SLC2A3
FBL,4.02009427363443e-17,0.331160623289235,0.634,0.228,4.01768221707025e-13,M1,FBL
ATG3,4.76377905619177e-17,0.39664554644372,0.775,0.397,4.76092078875806e-13,M1,ATG3
GLRX3,5.1485383966213e-17,0.292550257275577,0.472,0.147,5.14544927358333e-13,M1,GLRX3
RNASE6,5.76429233304928e-17,0.342816952022697,0.57,0.202,5.76083375764945e-13,M1,RNASE6
UBE2D3,6.46958843129692e-17,0.279378249554706,0.972,0.846,6.46570667823814e-13,M1,UBE2D3
OLA1,7.49196304760794e-17,0.318206212498397,0.592,0.214,7.48746786977937e-13,M1,OLA1
TTYH3,1.0047773330112e-16,0.277093188353571,0.373,0.1,1.00417446661139e-12,M1,TTYH3
TRABD,1.50812510095601e-16,0.341704644924713,0.535,0.195,1.50722022589544e-12,M1,TRABD
DNAJB9,1.61242026287707e-16,0.317244275234912,0.535,0.183,1.61145281071935e-12,M1,DNAJB9
SLC7A5,1.71659463653242e-16,0.264545496335392,0.359,0.093,1.7155646797505e-12,M1,SLC7A5
DBI,2.1260818137788e-16,0.348358667436305,0.958,0.77,2.12480616469053e-12,M1,DBI
CYLD,2.129674066823e-16,0.301550617661075,0.493,0.163,2.1283962623829e-12,M1,CYLD
CHD1,2.19803932671202e-16,0.375676951220615,0.613,0.254,2.19672050311599e-12,M1,CHD1
CDKN1A,2.85520311765882e-16,0.450481613953372,0.838,0.49,2.85348999578823e-12,M1,CDKN1A
MIF,3.61759726072806e-16,0.396205411120047,0.817,0.443,3.61542670237162e-12,M1,MIF
MXD1,4.37923224155026e-16,0.364254457813105,0.662,0.268,4.37660470220533e-12,M1,MXD1
LITAF,4.53911581412638e-16,0.322726862361142,0.972,0.832,4.5363923446379e-12,M1,LITAF
CCT3,4.55584822036264e-16,0.35413788979281,0.69,0.298,4.55311471143042e-12,M1,CCT3
PDIA3,4.8293751196887e-16,0.419715036514899,0.817,0.483,4.82647749461689e-12,M1,PDIA3
NBEAL1,4.87546533417107e-16,0.372748671123904,0.894,0.535,4.87254005497057e-12,M1,NBEAL1
SELK,6.09464852672856e-16,0.396309251462426,0.93,0.637,6.09099173761252e-12,M1,SELK
ZNF90,7.81434381181827e-16,0.289299587516735,0.528,0.181,7.80965520553118e-12,M1,ZNF90
DNAJB11,8.21836063964376e-16,0.339466890613221,0.599,0.24,8.21342962325997e-12,M1,DNAJB11
PDIA6,1.05177756916225e-15,0.418806473286589,0.704,0.356,1.05114650262076e-11,M1,PDIA6
HBP1,1.06999625412667e-15,0.263774627387508,0.401,0.119,1.06935425637419e-11,M1,HBP1
MZT2A,1.26330053411351e-15,0.326693561860525,0.514,0.187,1.26254255379304e-11,M1,MZT2A
IL1RN,1.35990235803465e-15,0.446064686385205,0.592,0.243,1.35908641661983e-11,M1,IL1RN
ARPC1B,1.43213189115675e-15,0.271740291610556,0.986,0.871,1.43127261202205e-11,M1,ARPC1B
MARCKS,1.47848640600606e-15,0.333146846841108,0.408,0.13,1.47759931416246e-11,M1,MARCKS
UBE2E1,1.54944145749216e-15,0.319728854195238,0.563,0.212,1.54851179261767e-11,M1,UBE2E1
PRELID1,1.58082129614761e-15,0.405628266523069,0.768,0.455,1.57987280336992e-11,M1,PRELID1
CLEC5A,1.70820443381928e-15,0.332886006897909,0.373,0.113,1.70717951115899e-11,M1,CLEC5A
HPRT1,1.77454443731247e-15,0.273647334627186,0.472,0.154,1.77347971065008e-11,M1,HPRT1
SNRPE,1.95942532178819e-15,0.3759061806509,0.831,0.43,1.95824966659512e-11,M1,SNRPE
PVRL2,2.18300481844802e-15,0.310704871416562,0.5,0.177,2.18169501555695e-11,M1,PVRL2
RASSF5,2.23780720989781e-15,0.379764400792305,0.535,0.211,2.23646452557187e-11,M1,RASSF5
RANBP1,2.31896815074798e-15,0.388897300917848,0.732,0.366,2.31757676985753e-11,M1,RANBP1
TGFBI1,2.42316310895015e-15,0.484711748079868,0.775,0.494,2.42170921108478e-11,M1,TGFBI
RPS6KB2,3.6033161393235e-15,0.264514894211875,0.437,0.137,3.60115414963991e-11,M1,RPS6KB2
SEC11C,3.68872449048723e-15,0.364383959564046,0.606,0.263,3.68651125579294e-11,M1,SEC11C
KMT2E,3.98982139874502e-15,0.36356633787656,0.704,0.328,3.98742750590578e-11,M1,KMT2E
ALDOA,4.26772174217214e-15,0.257287553483649,0.965,0.877,4.26516110912683e-11,M1,ALDOA
PSMB1,4.31827161896014e-15,0.380737726059264,0.817,0.432,4.31568065598876e-11,M1,PSMB1
PARP1,5.27602727316444e-15,0.274360362617471,0.394,0.122,5.27286165680054e-11,M1,PARP1
FNBP1,5.96682444813899e-15,0.357835890299705,0.577,0.234,5.96324435347011e-11,M1,FNBP1
TPD52L2,6.94616443757059e-15,0.260438221391399,0.415,0.128,6.94199673890805e-11,M1,TPD52L2
GSN,7.81853818159119e-15,0.397774133985098,0.866,0.568,7.81384705868224e-11,M1,GSN
PDCD5,8.80280767596774e-15,0.320260166546358,0.613,0.247,8.79752599136216e-11,M1,PDCD5
HLA-DQB1,1.06597747439582e-14,0.298097921596811,0.986,0.902,1.06533788791118e-10,M1,HLA-DQB1
PLGRKT,1.09448203096567e-14,0.296294486057227,0.535,0.199,1.09382534174709e-10,M1,PLGRKT
CAPZB,1.18338326510021e-14,0.343683724602875,0.887,0.584,1.18267323514115e-10,M1,CAPZB
FBXW5,1.19934508204245e-14,0.31093465553146,0.535,0.208,1.19862547499323e-10,M1,FBXW5
EMP11,1.33770980549159e-14,0.295398825199903,0.408,0.13,1.3369071796083e-10,M1,EMP1
PRRC2C,1.56759683133698e-14,0.356576138554104,0.831,0.426,1.56665627323818e-10,M1,PRRC2C
SYAP11,1.57203318335759e-14,0.385691445967745,0.662,0.317,1.57108996344757e-10,M1,SYAP1
ELOVL5,1.60875957639743e-14,0.264540472828392,0.535,0.185,1.60779432065159e-10,M1,ELOVL5
ICAM3,1.85967537322305e-14,0.274676705092292,0.331,0.095,1.85855956799912e-10,M1,ICAM3
CSF1R,1.96593952289302e-14,0.317979154235561,0.556,0.223,1.96475995917929e-10,M1,CSF1R
EEF2,2.53396209064667e-14,0.280825421318701,0.986,0.837,2.53244171339229e-10,M1,EEF2
SERINC5,2.84694193013898e-14,0.264973639033257,0.408,0.128,2.8452337649809e-10,M1,SERINC5
ZNF3311,3.31021394915707e-14,0.397192136358939,0.606,0.259,3.30822782078757e-10,M1,ZNF331
PIM3,3.91559822081125e-14,0.311536927601456,0.507,0.186,3.91324886187876e-10,M1,PIM3
THOC7,3.95979350380887e-14,0.314413907142305,0.634,0.284,3.95741762770658e-10,M1,THOC7
WIPF1,4.83704348202972e-14,0.314064669625979,0.697,0.296,4.83414125594051e-10,M1,WIPF1
CCT7,5.16868442423651e-14,0.263209670986891,0.479,0.166,5.16558321358197e-10,M1,CCT7
CKS21,5.93582802507651e-14,0.411826052642374,0.782,0.451,5.93226652826146e-10,M1,CKS2
VDAC1,6.40472653057473e-14,0.358381905140372,0.859,0.537,6.40088369465639e-10,M1,VDAC1
