p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
EIF3K,7.96260544584948e-10,0.285138978895932,0.906,0.738,7.95782788258197e-06,5,EIF3K
SOD1,8.32621139164827e-10,0.331054266810122,0.885,0.713,8.32121566481328e-06,5,SOD1
CKS2,8.66811621030014e-10,0.458524152071149,0.74,0.473,8.66291534057396e-06,5,CKS2
LRPAP11,9.96294738264978e-10,0.37053619882954,0.833,0.61,9.95696961422019e-06,5,LRPAP1
GYPC1,1.05617915542291e-09,0.379756944454755,0.833,0.511,1.05554544792965e-05,5,GYPC
ANKRD37,1.23880775861207e-09,0.340110797524643,0.396,0.152,1.23806447395691e-05,5,ANKRD37
ERRFI1,1.38136743045713e-09,0.395006519816204,0.635,0.333,1.38053860999885e-05,5,ERRFI1
TNFSF13B1,1.40577000451889e-09,0.373888490622902,0.646,0.365,1.40492654251618e-05,5,TNFSF13B
ERP29,1.58971319401724e-09,0.32464212917227,0.844,0.612,1.58875936610083e-05,5,ERP29
SERPINH12,1.70405013713379e-09,0.435081047948548,0.677,0.373,1.70302770705151e-05,5,SERPINH1
FAM200B,1.97618015180774e-09,0.342897783909178,0.583,0.286,1.97499444371666e-05,5,FAM200B
RASSF41,2.76983889615905e-09,0.2998896036971,0.49,0.188,2.76817699282135e-05,5,RASSF4
PQLC3,3.17039693709044e-09,0.285437029798792,0.417,0.149,3.16849469892818e-05,5,PQLC3
NR4A21,3.1870227004979e-09,0.388306975608176,0.677,0.345,3.1851104868776e-05,5,NR4A2
SLC25A51,4.11963829834313e-09,0.313716717620135,0.885,0.675,4.11716651536412e-05,5,SLC25A5
PMP221,4.52582827765925e-09,0.361601915866109,0.615,0.29,4.52311278069266e-05,5,PMP22
SLC5A31,4.71110083204032e-09,0.414515026497279,0.74,0.486,4.70827417154109e-05,5,SLC5A3
PDE4B,5.66763677940088e-09,0.300224772936226,0.448,0.188,5.66423619733324e-05,5,PDE4B
WFDC21,6.14657700040569e-09,0.285199617403178,0.438,0.171,6.14288905420544e-05,5,WFDC2
DUSP10,1.08568397103742e-08,0.296081666773742,0.427,0.18,0.00010850325606548,5,DUSP10
IDI1,1.24925968497369e-08,0.348486643782658,0.562,0.271,0.000124851012916271,5,IDI1
CXCR41,1.36822584044943e-08,0.360973243645499,0.688,0.373,0.000136740490494516,5,CXCR4
ZFP36,1.53179636390197e-08,0.337100096914147,0.927,0.726,0.000153087728608363,5,ZFP36
SLPI1,1.86695391135681e-08,0.370048171104626,0.479,0.225,0.000186583373901,5,SLPI
EGR11,2.09601432317827e-08,0.405339816659788,0.854,0.564,0.000209475671458436,5,EGR1
PRMT9,2.61942864799694e-08,0.271254910081541,0.271,0.086,0.000261785699080814,5,PRMT9
FNIP1,2.64384252971862e-08,0.351773147081299,0.677,0.407,0.000264225622420079,5,FNIP1
KCNE11,2.68378983769871e-08,0.3280757973313,0.521,0.24,0.000268217956379609,5,KCNE1
RILPL2,2.72173123521092e-08,0.351078468514036,0.688,0.413,0.00027200981964698,5,RILPL2
MGAT4A,2.80924969176019e-08,0.308640643142463,0.448,0.2,0.000280756414194513,5,MGAT4A
CH17-189H20.1,3.56824762466617e-08,0.253356495105592,0.302,0.103,0.000356610667609137,5,CH17-189H20.1
IRF2BP2,4.17564555282496e-08,0.30969617235321,0.552,0.273,0.000417314016549326,5,IRF2BP2
ROGDI,5.76885529612212e-08,0.295689791475225,0.51,0.226,0.000576539398294445,5,ROGDI
CORO1A1,5.84243245955502e-08,0.282512563843102,0.51,0.225,0.000583892700007928,5,CORO1A
LCP2,6.96384634678809e-08,0.311576112322894,0.583,0.295,0.000695966803898002,5,LCP2
RGS21,1.86087862701374e-07,0.327745445198845,0.75,0.405,0.00185976209983753,5,RGS2
AZI21,2.22978082724491e-07,0.342233873144107,0.656,0.386,0.00222844295874856,5,AZI2
SYPL1,2.35024547135457e-07,0.276525918098792,0.427,0.196,0.00234883532407175,5,SYPL1
PLAU,2.40980331747931e-07,0.303447219307067,0.438,0.209,0.00240835743548882,5,PLAU
THBS11,2.80261763640871e-07,0.331319585640849,0.885,0.587,0.00280093606582686,5,THBS1
MGST11,2.92674171662755e-07,0.311560438866444,0.656,0.346,0.00292498567159757,5,MGST1
PGD,3.39638458650081e-07,0.301029189871291,0.74,0.5,0.00339434675574891,5,PGD
FOSB1,3.80964092051726e-07,0.305370094474517,0.844,0.678,0.00380735513596494,5,FOSB
POLR2E,3.87451287440692e-07,0.296507562579558,0.594,0.355,0.00387218816668228,5,POLR2E
DNAJA41,3.92022147523321e-07,0.328790036307878,0.865,0.581,0.00391786934234807,5,DNAJA4
PPP1CC,4.14444866222285e-07,0.313632590127028,0.594,0.354,0.00414196199302551,5,PPP1CC
AP1S2,5.18954849839284e-07,0.271334150005214,0.458,0.216,0.00518643476929381,5,AP1S2
PHACTR1,5.27880095380775e-07,0.319395017446498,0.76,0.621,0.00527563367323547,5,PHACTR1
TCF7L2,5.49505744108538e-07,0.297377057639472,0.656,0.355,0.00549176040662073,5,TCF7L2
IL18,5.60038332524471e-07,0.273309321118086,0.51,0.253,0.00559702309524956,5,IL18
SAT2,6.92595968224689e-07,0.284799963495649,0.76,0.491,0.00692180410643754,5,SAT2
TMEM173,7.28725434423537e-07,0.31069771709642,0.531,0.288,0.00728288199162883,5,TMEM173
PMAIP11,8.23682434627492e-07,0.291935962837861,0.521,0.265,0.00823188225166715,5,PMAIP1
WBP5,8.53602472324869e-07,0.338221436912643,0.521,0.279,0.00853090310841474,5,WBP5
CD481,8.57944306731103e-07,0.273608060294867,0.417,0.195,0.00857429540147065,5,CD48
CLEC2B1,1.43589733857425e-06,0.303333757484169,0.75,0.476,0.014350358001711,5,CLEC2B
P4HB,1.60202400527324e-06,0.276528954509343,0.802,0.632,0.0160106279087007,5,P4HB
CDC42EP3,1.94544571237631e-06,0.339907194850438,0.562,0.322,0.0194427844494888,5,CDC42EP3
LYAR,2.02397368120789e-06,0.309694739026436,0.594,0.354,0.0202275929699917,5,LYAR
HSD17B12,2.11524645748802e-06,0.281931802470696,0.594,0.353,0.0211397730961353,5,HSD17B12
RAC2,2.7201724708387e-06,0.277976338974818,0.719,0.46,0.027185403673562,5,RAC2
EIF3F,2.89042314564781e-06,0.287210981660771,0.781,0.536,0.0288868889176042,5,EIF3F
ASNA1,3.34439164947254e-06,0.259773632873582,0.49,0.25,0.0334238501448286,5,ASNA1
ERGIC3,3.35221294547579e-06,0.27895728781487,0.688,0.421,0.0335020161770851,5,ERGIC3
DDIT41,3.76418415468393e-06,0.312575518534479,0.5,0.275,0.0376192564419112,5,DDIT4
INSIG1,4.19572788482107e-06,0.32929772713911,0.594,0.342,0.0419321044809018,5,INSIG1
AGTRAP,4.57136390567249e-06,0.260010248291179,0.531,0.279,0.0456862108732909,5,AGTRAP
GSTK1,4.91087777246444e-06,0.280136589989173,0.688,0.464,0.0490793124580097,5,GSTK1
PRNP,5.32349759189684e-06,0.282897772277633,0.719,0.48,0.0532030349334171,5,PRNP
VMP1,5.70711514435351e-06,0.294022815106603,0.719,0.502,0.057036908752669,5,VMP1
RHOG,6.24404026118747e-06,0.266255966974078,0.812,0.586,0.0624029383703075,5,RHOG
DUSP2,6.67098701742472e-06,0.32077534799931,0.49,0.273,0.0666698442521427,5,DUSP2
FKBP4,7.02444580833252e-06,0.326074995436442,0.573,0.407,0.0702023114084752,5,FKBP4
ABRACL,7.87019622013329e-06,0.277727173168144,0.74,0.501,0.0786547410240121,5,ABRACL
DNAJB41,8.05728330950823e-06,0.308324999230204,0.677,0.425,0.0805244893952252,5,DNAJB4
IFRD11,8.68845987673751e-06,0.327577680564743,0.667,0.481,0.0868324680081147,5,IFRD1
CLEC4A,1.06994184621865e-05,0.259233972705897,0.448,0.224,0.106929988111092,5,CLEC4A
SYF2,1.27317974137711e-05,0.266619589803063,0.552,0.352,0.127241583353228,5,SYF2
NCF4,1.64449440356995e-05,0.262701718551165,0.458,0.242,0.16435077069278,5,NCF4
RNF7,1.68568076017691e-05,0.266593349004445,0.729,0.497,0.16846693517208,5,RNF7
SELK,1.83773291190418e-05,0.271647747120484,0.844,0.662,0.183663027215703,5,SELK
GAA1,2.4282072748531e-05,0.253787635046246,0.708,0.515,0.242675035048819,5,GAA
SYAP1,2.80904705322138e-05,0.304631149379916,0.552,0.347,0.280736162498945,5,SYAP1
HIST1H4C,2.86143160965593e-05,0.265585797372099,0.354,0.174,0.285971475069014,5,HIST1H4C
CHMP1B1,3.36291460740232e-05,0.289982839690187,0.573,0.356,0.336089685863788,5,CHMP1B
DOK2,4.06324704564567e-05,0.262257636858279,0.719,0.58,0.406080909741828,5,DOK2
RGS101,5.04337249749116e-05,0.26051601240317,0.74,0.473,0.504034647399267,5,RGS10
EIF3L,5.11670858806083e-05,0.253002851735754,0.688,0.464,0.5113638562908,5,EIF3L
EIF4A2,5.20796275082483e-05,0.250097868821049,0.885,0.65,0.520483797317433,5,EIF4A2
C6orf48,6.64518331821875e-05,0.250840375712588,0.802,0.549,0.664119620822781,5,C6orf48
GLA,8.0455464509482e-05,0.26185795799976,0.5,0.294,0.804071912307763,5,GLA
CHORDC1,9.49732016865192e-05,0.252745469759389,0.667,0.499,0.949162177655073,5,CHORDC1
ZC3H12A,0.00010520491655122,0.26016562512711,0.552,0.367,1,5,ZC3H12A
SAMSN1,0.000157998390556427,0.255171731285488,0.573,0.36,1,5,SAMSN1
DDX18,0.000172662274599512,0.273257992519906,0.521,0.327,1,5,DDX18
GADD45G1,0.000776465105091779,0.256244005095446,0.302,0.165,1,5,GADD45G
EMP1,1.66504314166333e-39,1.0612220765578,0.712,0.131,1.66404411577833e-35,6,EMP1
SDC2,1.09020296061311e-38,0.708253074211534,0.485,0.048,1.08954883883674e-34,6,SDC2
SLC2A3,6.14748890127182e-28,0.940500672587877,0.909,0.458,6.14380040793106e-24,6,SLC2A3
LIMS1,6.03001554639823e-24,0.754969905219314,0.909,0.524,6.02639753707039e-20,6,LIMS1
BASP1,8.56369516943418e-23,0.723908891918409,0.788,0.282,8.55855695233252e-19,6,BASP1
PLAUR,1.46096260832974e-22,0.619575375210615,0.985,0.753,1.46008603076474e-18,6,PLAUR
EREG,3.02031667278177e-22,0.862501015246344,0.561,0.138,3.0185044827781e-18,6,EREG
IL1RN,1.18177106754898e-21,0.922527855976054,0.742,0.261,1.18106200490845e-17,6,IL1RN
HIF1A,2.37239269552459e-21,0.708218812831135,0.833,0.368,2.37096925990728e-17,6,HIF1A
CXCL2,5.4080275074027e-21,0.95385369166201,0.788,0.328,5.40478269089826e-17,6,CXCL2
IL6R,1.30017740503574e-20,0.517484096634545,0.485,0.108,1.29939729859271e-16,6,IL6R
SOD2,2.62909197202431e-19,0.647413722603719,0.955,0.659,2.62751451684109e-15,6,SOD2
BTG1,7.99051503720719e-19,0.651566194517824,0.939,0.598,7.98572072818486e-15,6,BTG1
SLC39A8,4.37320507193615e-18,0.41925071116147,0.364,0.066,4.37058114889299e-14,6,SLC39A8
GPR1831,4.82777742506786e-18,0.726233964931896,0.758,0.263,4.82488075861282e-14,6,GPR183
CHSY1,8.10767476686882e-17,0.337505292253111,0.288,0.04,8.1028101620087e-13,6,CHSY1
C15orf48,1.53643011549914e-16,0.793143784211305,0.833,0.412,1.53550825742984e-12,6,C15orf48
ANPEP,2.65017873024692e-16,0.611417203296824,0.636,0.24,2.64858862300877e-12,6,ANPEP
LHFPL2,5.52148090785121e-16,0.477477926792244,0.424,0.097,5.5181680193065e-12,6,LHFPL2
HSD3B7,8.64764476800317e-16,0.431693508337812,0.485,0.125,8.64245618114237e-12,6,HSD3B7
ATP13A3,1.38098595031375e-15,0.62838046840597,0.697,0.304,1.38015735874356e-11,6,ATP13A3
UPP1,1.56830019617132e-15,0.467230498431547,0.955,0.787,1.56735921605361e-11,6,UPP1
VCAN1,3.67323184671934e-15,0.714883980940088,0.53,0.176,3.6710279076113e-11,6,VCAN
NAMPT,9.37008612399902e-15,0.521603598664792,0.97,0.711,9.36446407232462e-11,6,NAMPT
AREG1,1.35418230280633e-14,0.749255399789226,0.712,0.313,1.35336979342465e-10,6,AREG
SLC16A10,7.51726925548829e-14,0.580918352226928,0.773,0.365,7.51275889393499e-10,6,SLC16A10
SPHK1,9.73718154037688e-14,0.320179296236154,0.288,0.054,9.73133923145266e-10,6,SPHK1
ETS2,1.46724074152293e-13,0.541053052889944,0.848,0.444,1.46636039707802e-09,6,ETS2
PLIN2,2.21676922201235e-13,0.437862975437302,0.924,0.848,2.21543916047915e-09,6,PLIN2
ARID5B,3.06153461115891e-13,0.486803362635529,0.5,0.165,3.05969769039221e-09,6,ARID5B
SAMSN11,7.04779297490533e-13,0.531336369737354,0.727,0.356,7.04356429912038e-09,6,SAMSN1
GK,1.11920258514611e-12,0.545900922003239,0.727,0.428,1.11853106359502e-08,6,GK
EAF1,1.21869745014374e-12,0.406432762508084,0.424,0.124,1.21796623167366e-08,6,EAF1
AQP9,2.09812335733247e-12,0.506143825900294,0.515,0.183,2.09686448331807e-08,6,AQP9
FCN11,2.80397725589606e-12,0.498602186491769,0.333,0.08,2.80229486954252e-08,6,FCN1
PAPSS2,2.91227354184982e-12,0.374855650205837,0.364,0.093,2.91052617772471e-08,6,PAPSS2
TNFRSF1B,6.1419988480988e-11,0.499113034300391,0.5,0.2,6.13831364878994e-07,6,TNFRSF1B
PMP222,7.3480309777982e-11,0.517419647208674,0.667,0.296,7.34362215921152e-07,6,PMP22
ZFP36L11,7.67466923059651e-11,0.554294619512854,0.697,0.383,7.67006442905815e-07,6,ZFP36L1
SGK11,1.04327459022741e-10,0.56725288875967,0.758,0.46,1.04264862547327e-06,6,SGK1
ATP2B1,1.13307519994298e-10,0.468718952983231,0.818,0.51,1.13239535482301e-06,6,ATP2B1
SCGB3A13,1.40443376476306e-10,0.560334333462151,0.97,0.503,1.4035911045042e-06,6,SCGB3A1
EMP3,3.13826420092705e-10,0.349989581084284,0.909,0.848,3.1363812424065e-06,6,EMP3
OLR1,3.54435281384435e-10,0.303187967313339,1,0.914,3.54222620215604e-06,6,OLR1
EMB,4.13148918767185e-10,0.26794665564829,0.273,0.065,4.12901029415924e-06,6,EMB
CCL20,5.35186354890435e-10,0.728999045774849,0.545,0.246,5.348652430775e-06,6,CCL20
ZEB2,5.59836476317776e-10,0.427410637886278,0.833,0.514,5.59500574431985e-06,6,ZEB2
PPIF,6.15864903122492e-10,0.507427552813246,0.636,0.327,6.15495384180619e-06,6,PPIF
ITGAX,6.19426123428002e-10,0.496117697879473,0.591,0.311,6.19054467753945e-06,6,ITGAX
TIMP1,6.91533908724927e-10,0.577767599261659,0.788,0.543,6.91118988379692e-06,6,TIMP1
C5AR1,9.01778347982291e-10,0.471166236201477,0.758,0.449,9.01237280973502e-06,6,C5AR1
SCGB1A13,9.30984550865245e-10,0.476242449699896,0.879,0.434,9.30425960134726e-06,6,SCGB1A1
IER31,9.39827745746494e-10,0.490741919535374,0.848,0.534,9.39263849099046e-06,6,IER3
CREM1,9.42443472395506e-10,0.526000580229011,0.742,0.405,9.41878006312068e-06,6,CREM
SLC7A5,9.96022079521852e-10,0.361718941847819,0.364,0.115,9.95424466274139e-06,6,SLC7A5
SDSL,1.79746044984195e-09,0.425336701817067,0.53,0.225,1.79638197357204e-05,6,SDSL
HK2,3.08788548970593e-09,0.45719584422204,0.485,0.2,3.08603275841211e-05,6,HK2
SIPA1L1,4.2259241211991e-09,0.298212400466516,0.273,0.071,4.22338856672638e-05,6,SIPA1L1
ACSL3,5.53119378226603e-09,0.396037012460868,0.652,0.329,5.52787506599667e-05,6,ACSL3
FPR31,6.13877240792053e-09,0.407245762624994,0.5,0.21,6.13508914447578e-05,6,FPR3
ABCA1,6.9323131455343e-09,0.353238422686084,0.379,0.135,6.92815375764698e-05,6,ABCA1
METRNL,7.10272798673047e-09,0.414964626401496,0.561,0.275,7.09846634993843e-05,6,METRNL
GNA13,1.33104177856534e-08,0.422253216589595,0.652,0.356,0.00013302431534982,6,GNA13
SLC43A2,1.35674359214411e-08,0.409290077302057,0.591,0.314,0.000135592954598883,6,SLC43A2
FNIP2,1.80227248312432e-08,0.437345896835711,0.591,0.298,0.000180119111963444,6,FNIP2
ZNF3312,2.23144623188434e-08,0.478530554797995,0.591,0.289,0.000223010736414521,6,ZNF331
SLC25A371,2.58349651206511e-08,0.410424246950155,0.439,0.183,0.000258194641415787,6,SLC25A37
JARID2,2.74598885017296e-08,0.367347802965797,0.424,0.171,0.000274434125686286,6,JARID2
NINJ1,4.0601145012107e-08,0.446363664790082,0.682,0.362,0.000405767843250997,6,NINJ1
FAM129B,4.13284706120427e-08,0.265446491000399,0.273,0.078,0.000413036735296755,6,FAM129B
CXCL3,5.58068373758177e-08,0.601317260791437,0.727,0.516,0.000557733532733922,6,CXCL3
SRGN1,6.63153142761217e-08,0.277911147023051,0.985,0.949,0.00066275525087556,6,SRGN
VDR,9.926079210284e-08,0.308273862367648,0.348,0.129,0.000992012356275783,6,VDR
VEGFA,1.10691241690142e-07,0.382612347234017,0.409,0.168,0.00110624826945128,6,VEGFA
MCL1,1.45373806514195e-07,0.28290609544259,0.924,0.801,0.00145286582230286,6,MCL1
S100A82,2.75124446653508e-07,0.514763839777532,0.758,0.545,0.00274959371985516,6,S100A8
RALA,2.93330496639919e-07,0.397880759800284,0.53,0.276,0.00293154498341935,6,RALA
ARL4C1,3.01831390272527e-07,0.338136088263634,0.364,0.14,0.00301650291438364,6,ARL4C
SATB1,3.35324937057655e-07,0.363534259893264,0.318,0.117,0.0033512374209542,6,SATB1
GPAT3,3.92554131875827e-07,0.297744341638354,0.288,0.094,0.00392318599396701,6,GPAT3
CXCL8,3.99188199383061e-07,0.610803060145041,0.682,0.464,0.00398948686463432,6,CXCL8
FNDC3A,4.26447176425549e-07,0.368197588960048,0.47,0.235,0.00426191308119694,6,FNDC3A
ZFYVE16,4.89616079103076e-07,0.377840331169677,0.47,0.223,0.00489322309455614,6,ZFYVE16
RGS22,5.3532712755395e-07,0.464500557731889,0.682,0.421,0.00535005931277417,6,RGS2
FOSL2,5.48732519274423e-07,0.373841293495717,0.697,0.414,0.00548403279762858,6,FOSL2
BPIFB1,5.5228805523789e-07,0.25332741208233,0.348,0.124,0.00551956682404748,6,BPIFB1
LITAF,7.61506146625441e-07,0.260972763339703,0.924,0.847,0.00761049242937466,6,LITAF
ITGAV,7.85092073597634e-07,0.25598062631799,0.288,0.1,0.00784621018353475,6,ITGAV
CCL31,9.9860422666572e-07,0.560103930735758,0.53,0.265,0.0099800506412972,6,CCL3
ACOT9,1.02869026393211e-06,0.307118470505585,0.424,0.194,0.0102807304977375,6,ACOT9
ATP1B31,1.31712767431436e-06,0.323021228363349,0.864,0.709,0.0131633739770977,6,ATP1B3
RIPK2,1.32737522884768e-06,0.343353582564209,0.545,0.283,0.0132657880371038,6,RIPK2
RNASE61,1.41883055556483e-06,0.381369243406571,0.47,0.24,0.0141797925723149,6,RNASE6
CTSL,1.55246243256657e-06,0.306920915960879,0.909,0.766,0.0155153095510703,6,CTSL
PFKFB3,1.64112025908989e-06,0.286166113023932,0.379,0.162,0.0164013558693443,6,PFKFB3
C4orf3,1.64141016366114e-06,0.327163317958507,0.803,0.568,0.0164042531756294,6,C4orf3
HAVCR2,1.68900920678304e-06,0.359777633830381,0.652,0.395,0.0168799580125897,6,HAVCR2
HLA-DRB51,1.72974305726376e-06,0.381720179056724,0.924,0.602,0.017287052114294,6,HLA-DRB5
CD991,1.76350272004865e-06,0.337484117431545,0.636,0.362,0.0176244461841662,6,CD99
MXD11,1.88747350467282e-06,0.36669624410317,0.545,0.31,0.0188634102057001,6,MXD1
NR4A22,3.04629064877506e-06,0.439027709492364,0.591,0.362,0.0304446287438579,6,NR4A2
MGAT1,3.51433135908368e-06,0.306229925800865,0.879,0.673,0.0351222276026823,6,MGAT1
SEC61G,4.29588790162982e-06,0.311415002790234,0.864,0.639,0.0429331036888884,6,SEC61G
KDM6B,4.86938239806595e-06,0.350262041720162,0.697,0.455,0.0486646076862711,6,KDM6B
MAP3K8,5.00802967206288e-06,0.343556274523524,0.697,0.453,0.0500502485425964,6,MAP3K8
FN11,5.0379112285779e-06,0.497963975551695,0.333,0.14,0.0503488848184075,6,FN1
G0S2,5.10833639356645e-06,0.611630304309036,0.485,0.258,0.0510527139173031,6,G0S2
ATP6V1B2,5.85052839952819e-06,0.33340754808955,0.712,0.528,0.0584701808248848,6,ATP6V1B2
NFKB1,6.50654110682909e-06,0.353692235579605,0.5,0.267,0.06502637182165,6,NFKB1
DMXL2,6.87987260265903e-06,0.251714996872453,0.303,0.115,0.0687574467909743,6,DMXL2
JUNB2,8.92285947542492e-06,0.297569496761829,0.909,0.763,0.0891750575973966,6,JUNB
KLF10,1.06868611001051e-05,0.311331643571691,0.485,0.265,0.10680448983445,6,KLF10
TPM4,1.13722729535404e-05,0.341471106714759,0.758,0.571,0.113654495897683,6,TPM4
FGL22,1.21159728558224e-05,0.277775513852373,0.348,0.153,0.121087032721089,6,FGL2
YWHAZ,1.44192617070969e-05,0.258788675816196,0.909,0.748,0.144106101500726,6,YWHAZ
CCR11,1.85460518017926e-05,0.309297554374778,0.379,0.167,0.185349241707115,6,CCR1
WTAP,2.17113886843327e-05,0.339976373395033,0.576,0.342,0.216983618511221,6,WTAP
MMP192,2.44915289329538e-05,0.398893327026475,0.561,0.336,0.24476834015594,6,MMP19
ELL2,3.24825556288119e-05,0.300128086384688,0.5,0.293,0.324630660954346,6,ELL2
PLEK,3.58463977156401e-05,0.348572493760673,0.682,0.468,0.358248898770107,6,PLEK
OXSR1,3.69897766364299e-05,0.273513195859734,0.364,0.177,0.36967582770448,6,OXSR1
GNA15,4.80042900563807e-05,0.328707839735749,0.47,0.281,0.479754874823468,6,GNA15
PRKAG2,5.26293147545759e-05,0.258050787928529,0.273,0.117,0.525977371657231,6,PRKAG2
ARID5A,5.58665639098164e-05,0.310754805772029,0.545,0.332,0.558330439714705,6,ARID5A
DUSP4,5.62393668883226e-05,0.264640814667886,0.303,0.121,0.562056232681896,6,DUSP4
DNTTIP21,5.6305549358105e-05,0.286302181028918,0.47,0.259,0.562717660284901,6,DNTTIP2
RAB31,5.68437048284114e-05,0.285413931037114,0.727,0.554,0.568095986055143,6,RAB31
STRAP,5.78382670434894e-05,0.266428040675403,0.485,0.274,0.578035640832633,6,STRAP
B4GALT1,6.47318765417306e-05,0.330460165140394,0.576,0.372,0.646930374158056,6,B4GALT1
OTUD11,6.6832803204427e-05,0.316816351489186,0.53,0.322,0.667927035225044,6,OTUD1
PIM3,8.57198000797596e-05,0.277007443146504,0.409,0.22,0.856683681997117,6,PIM3
CCRL2,9.70216095069783e-05,0.264589419680227,0.53,0.324,0.969633965412741,6,CCRL2
NDRG1,0.000100538290824798,0.279805190523911,0.333,0.164,1,6,NDRG1
HMGA1,0.000106339605225954,0.27694785346281,0.53,0.33,1,6,HMGA1
ICAM1,0.000118473982720426,0.25984600748108,0.485,0.279,1,6,ICAM1
PNPLA8,0.000124770092461733,0.287866922535613,0.47,0.284,1,6,PNPLA8
RGS11,0.00012983474457854,0.362460762196238,0.53,0.301,1,6,RGS1
BNIP3L,0.000131936525864536,0.30093930689978,0.621,0.438,1,6,BNIP3L
ZNF267,0.000135332237616123,0.262353999174619,0.379,0.194,1,6,ZNF267
LCP21,0.000140782662702334,0.284331218875839,0.485,0.312,1,6,LCP2
MAP2K3,0.000225001860188121,0.262930459534044,0.515,0.319,1,6,MAP2K3
PDE4B1,0.000327387513231877,0.257563169500862,0.364,0.202,1,6,PDE4B
TGFBI1,0.000334652593200268,0.26540244376476,0.697,0.523,1,6,TGFBI
FAM49A,0.000369467994995931,0.257771392885647,0.424,0.251,1,6,FAM49A
ZC3H12A1,0.000371854418174904,0.27928983095388,0.561,0.372,1,6,ZC3H12A
EHD1,0.000381081386849446,0.272362074001675,0.409,0.235,1,6,EHD1
CDV3,0.000404545645247307,0.254519746588534,0.5,0.312,1,6,CDV3
CD55,0.000412213956019497,0.285443203044721,0.682,0.555,1,6,CD55
LINC00936,0.000425505168883708,0.26496173551092,0.333,0.182,1,6,LINC00936
NR4A3,0.000464650867006081,0.275399427906722,0.47,0.272,1,6,NR4A3
ABL21,0.0004892517138801,0.278374603289724,0.667,0.518,1,6,ABL2
PNRC1,0.000583822154966705,0.267838717352496,0.652,0.487,1,6,PNRC1
BLVRB1,0.000591816354155598,0.260213034731095,0.606,0.419,1,6,BLVRB
FNDC3B,0.000865202236195736,0.274865084008086,0.561,0.376,1,6,FNDC3B
PPP1CB,0.00117631677196226,0.281429702984331,0.53,0.405,1,6,PPP1CB
SMS,0.00126997123057313,0.251546571111352,0.636,0.501,1,6,SMS
EZR,0.00148345703617164,0.266874197084394,0.606,0.465,1,6,EZR
IVNS1ABP1,0.00150640044471607,0.269777258832236,0.636,0.504,1,6,IVNS1ABP
STX4,0.00320218648009486,0.277320818360548,0.5,0.4,1,6,STX4
BTG3,0.00407416093970645,0.250218178825266,0.379,0.254,1,6,BTG3
IL7R,0.00416528521150989,0.283741577344072,0.545,0.41,1,6,IL7R
PLA2G7,3.93247829518693e-101,0.908353439905857,0.754,0.025,3.93011880820982e-97,7,PLA2G7
CD36,4.24810997581698e-73,0.703078370209082,0.526,0.015,4.24556110983149e-69,7,CD36
SPP1,9.1748186981559e-64,1.92565264740575,0.912,0.121,9.16931380693701e-60,7,SPP1
LILRB41,1.19808430373193e-37,0.79010972553932,0.754,0.126,1.19736545314969e-33,7,LILRB4
LILRB2,2.1875866498741e-32,0.31924922485912,0.386,0.029,2.18627409788417e-28,7,LILRB2
CCL2,2.03544619829867e-30,0.643972779668988,0.421,0.041,2.03422493057969e-26,7,CCL2
KCNN4,4.81165466188868e-30,0.383215749831881,0.351,0.027,4.80876766909155e-26,7,KCNN4
CTSB,2.55113446874578e-29,0.593254134795617,1,0.948,2.54960378806453e-25,7,CTSB
GAPDH,2.01217124263023e-28,0.466303352199621,1,0.971,2.01096393988465e-24,7,GAPDH
ADAM8,6.42772074994629e-27,0.393012935410333,0.439,0.051,6.42386411749632e-23,7,ADAM8
NME1,1.42854394939079e-26,0.679722251145033,0.772,0.195,1.42768682302115e-22,7,NME1
GEM,1.44166680380134e-25,0.701768970428069,0.596,0.114,1.44080180371906e-21,7,GEM
ENO1,9.04166912245985e-25,0.738302042336526,1,0.638,9.03624412098637e-21,7,ENO1
VAMP5,4.59170198751395e-24,0.631530310248265,0.667,0.145,4.58894696632144e-20,7,VAMP5
LGMN1,4.87461045244648e-23,0.764963351855173,0.772,0.218,4.87168568617501e-19,7,LGMN
ABCA11,4.8888298905537e-23,0.477282911128179,0.632,0.121,4.88589659261937e-19,7,ABCA1
TTYH3,9.11558019221644e-23,0.462229904424332,0.596,0.112,9.11011084410111e-19,7,TTYH3
SMIM3,1.43443438916272e-22,0.422886204984329,0.474,0.075,1.43357372852923e-18,7,SMIM3
EMP11,3.04414376178447e-22,0.516853205749109,0.667,0.14,3.0423172755274e-18,7,EMP1
HS3ST1,5.36132603806497e-22,0.314633628356046,0.316,0.031,5.35810924244213e-18,7,HS3ST1
PKM,2.46265398633904e-21,0.617747325800077,0.982,0.694,2.46117639394724e-17,7,PKM
ITGAM1,3.9804278700369e-21,0.407358886471395,0.526,0.095,3.97803961331488e-17,7,ITGAM
PRDX2,8.75409503740076e-21,0.427703367188431,0.526,0.099,8.74884258037832e-17,7,PRDX2
TPI1,1.32523645277079e-20,0.571378563773129,0.982,0.729,1.32444131089913e-16,7,TPI1
SEC11C,2.01745197362151e-20,0.605125311539064,0.842,0.28,2.01624150243734e-16,7,SEC11C
CCL32,2.35888238169938e-20,0.846185706580493,0.825,0.249,2.35746705227036e-16,7,CCL3
