"","Var1","Var2","Freq"
"1","M2","P1",0.16734693877551
"2","M0","P1",0
"3","M1","P1",0
"4","M2","P2",0.410204081632653
"5","M0","P2",0.0673469387755102
"6","M1","P2",0.036734693877551
"7","M2","P3",0
"8","M0","P3",0
"9","M1","P3",0.108163265306122
"10","M2","P4",0.112244897959184
"11","M0","P4",0.0979591836734694
"12","M1","P4",0
