"","Var1","Freq"
"1","Epithelial_cells",0.384452446515569
"2","Monocyte",0.202711289980936
"3","NK_cell",0.143190002118195
"4","Macrophage",0.207583139165431
"5","B_cell",0.0360093200593095
"6","Fibroblasts",0.0110146155475535
"7","Endothelial_cells",0.0150391866130057
